1025	2437	4489	4107	5646	2962	1045	3100	2077	800	4130	3236	6569	2474	1069	2223	3634	1720	2755	1987	836	707	4807	968	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	381	3187	3315	1146	125
2049	2437	4489	4107	5646	2962	792	3100	2077	800	4130	3236	6569	2474	1069	2223	3634	1720	2755	1987	836	707	4807	968	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	381	3187	3315	1146	125
1025	2437	4489	4107	5646	2962	1045	3100	2077	800	4130	3236	6569	2474	1069	2223	438	1720	2755	836	1987	707	4807	2250	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	3187	3315	125	1146	381
2049	2437	4489	4107	5646	2962	792	3100	2077	800	4130	3236	6569	2474	1069	2223	438	1720	2755	836	1987	707	4807	2250	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	3187	3315	125	1146	381
1025	2437	4489	4107	5646	2962	1045	3100	2077	800	4130	3236	6569	3242	1069	2223	438	1720	1987	707	836	2755	4807	968	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	381	3187	3315	1146	125
2049	2437	4489	4107	5646	2962	792	3100	2077	800	4130	3236	6569	3242	1069	2223	438	1720	1987	707	836	2755	4807	968	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	3187	3315	125	1146	381
1025	2437	4489	4107	5646	2962	1045	3100	2077	800	4130	3236	6569	2474	1069	2223	438	1720	1987	707	836	2755	4807	968	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	3187	3315	125	1146	381
2049	2437	4489	4107	5646	2962	792	3100	2077	800	4130	3236	6569	2474	1069	2223	438	1720	2755	1987	836	707	4807	968	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	3187	3315	125	1146	381
2049	2437	4489	4107	5646	2962	1045	3100	2077	800	4130	3236	6569	3242	1069	2223	438	1720	2755	707	1987	836	4807	968	5959	459	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	3187	3315	125	1146	381
2049	2437	4489	4107	5646	2962	1045	3100	2077	800	4130	3236	6569	3242	1069	2223	3634	1720	707	836	2755	1987	4807	968	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	381	3187	3315	1146	125
2049	2437	4489	4107	5646	2962	1045	3100	2077	800	4130	3236	6569	2474	1069	2223	3634	1720	1987	707	836	2755	4807	968	2250	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	3187	3315	125	1146	381
2049	2437	4489	4107	5646	2962	1045	3100	2077	800	4130	3236	6569	2474	1069	2223	3634	1720	2755	1987	836	707	4807	968	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	3187	3315	125	1146	381
2049	2437	4489	4107	5646	2962	1045	3100	2077	800	4130	3236	6569	3242	1069	2223	438	1720	1987	707	836	2755	4807	968	2250	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	381	3187	3315	1146	125
2049	2437	4489	4107	5646	2962	1045	3100	2077	32	800	4130	6569	2474	1069	2223	438	1720	1987	2755	836	707	4807	2250	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	3187	3315	125	1146	381
2049	2437	4489	4107	5646	2962	1045	3100	2077	800	4130	3236	6569	3242	1069	2223	438	1720	1987	707	836	2755	4807	968	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	3187	3315	125	1146	381
2049	2437	4489	4107	5646	2962	1045	3100	2077	800	4130	3236	6569	2474	1069	2223	438	1720	1987	836	707	2755	4807	968	2250	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	3187	3315	125	1146	381
2049	2437	4489	4107	5646	2962	1045	3100	2077	800	32	3236	6569	3242	1069	2223	438	1720	1987	707	836	2755	4807	968	2250	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	3187	3315	125	1146	381
2049	2437	4489	4107	5646	2962	1045	3100	2077	800	32	3236	6569	3242	1069	2223	438	1720	1987	707	836	2755	4807	968	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	381	3315	3187	1146	125
2049	2437	4489	4107	5646	2962	1045	3100	2077	800	4130	3236	6569	3242	1069	2223	438	1720	2755	707	836	1987	5959	968	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	381	3187	3315	1146	125
2049	2437	4489	4107	5646	2962	1045	3100	2077	32	800	4130	3236	2474	1069	2223	438	1720	707	836	2755	1987	4807	968	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	3187	3315	125	1146	381
2049	2437	4489	4107	5646	2962	1045	3100	2077	800	32	3236	6569	2474	1069	2223	438	1720	707	836	2755	1987	4807	968	459	716	6221	2256	5969	4435	724	4182	4954	609	6377	5611	4078	381	3187	3315	1146	125
2049	2437	4489	4107	5646	2962	1045	3100	2077	800	4130	3236	6569	3242	1069	2223	438	1720	707	836	2755	1987	4807	968	2250	459	716	2256	5969	4435	724	4182	4954	609	6377	5611	4078	381	3187	3315	1146	125
2049	2437	4489	4107	5646	2962	1045	3100	2077	800	32	3236	6569	3242	1069	2223	438	1720	707	836	2755	1987	4807	968	2250	459	716	2256	5969	4435	724	4182	4954	609	6377	5611	4078	3187	3315	125	1146	381
2049	2437	4489	4107	5646	2962	1045	3100	2077	800	4130	3236	6569	3242	1069	2223	438	1720	2755	707	836	1987	5959	968	2250	459	716	2256	5969	4435	724	4182	4954	609	6377	5611	4078	381	3187	3315	1146	125
