77-71-4	1	CC1(C(=O)NC(=O)N1)C
55-38-9	1	CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC
84-74-2	1	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC
94-74-6	1	CC1=C(C=CC(=C1)Cl)OCC(=O)O
83-79-4	1	CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC
99-30-9	1	C1=C(C=C(C(=C1Cl)N)Cl)[N+](=O)[O-]
94-75-7	1	C1=CC(=C(C=C1Cl)Cl)OCC(=O)O
76-06-2	1	C([N+](=O)[O-])(Cl)(Cl)Cl
52-68-6	1	COP(=O)(C(C(Cl)(Cl)Cl)O)OC
63-25-2	1	CNC(=O)OC1=CC=CC2=CC=CC=C21
74-88-4	1	CI
94-82-6	1	C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)O
76-03-9	0	C(=O)(C(Cl)(Cl)Cl)O
79-39-0	0	CC(=C)C(=O)N
96-48-0	0	C1CC(=O)OC1
95-50-1	0	C1=CC=C(C(=C1)Cl)Cl
58-93-5	0	C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
58-55-9	0	CN1C2=C(C(=O)N(C1=O)C)NC=N2
79-06-1	1	C=CC(=O)N
50-78-2	0	CC(=O)OC1=CC=CC=C1C(=O)O
96-23-1	0	C(C(CCl)O)Cl
95-63-6	0	CC1=CC(=C(C=C1)C)C
68-12-2	0	CN(C)C=O
84-75-3	1	CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC
97-54-1	1	CC=CC1=CC(=C(C=C1)O)OC
56-81-5	0	C(C(CO)O)O
96-29-7	0	CCC(=NO)C
91-20-3	1	C1=CC=C2C=CC=CC2=C1
59-87-0	1	C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N
75-05-8	0	CC#N
58-14-0	0	CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
79-57-2	0	CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
88-85-7	0	CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O
